date;dorsal;total_distance;minute_distance;num_dec_expl;num_acc_expl;distance_vrange2;distance_vrange3;distance_vrange1;player_load;hr_max;hid_intervals;max_acc;hsr;max_dec;max_speed;distance_vrange6;average_speed;num_acc;hmld_time;hmld;hmld_count;num_hids;num_dec;distance_vrange4;distance_vrange5;sprints;zone1_hsr_distance;num_hsr;zone2_hsr_distance;zone4_hsr_distance
22/12/2024;23.0;5.914;116.663;68.0;49.0;1.339;2.134;0.63;0.0;149.0;1.767;4.417;0.458;-6.619;29.73;0.224;0.0;70.0;6.032;1.412;271.0;27.0;57.0;1.283;0.236;14.0;0.072;27.0;0.127;0.061
22/12/2024;2.0;5.415;105.997;64.0;63.0;1.239;2.031;0.745;0.0;163.0;3.85;4.458;0.249;-5.663;29.331;0.103;0.0;63.0;4.91;1.044;257.0;12.0;55.0;1.087;0.15;5.0;0.119;12.0;0.105;0.0
22/12/2024;3.0;5.472;107.128;68.0;64.0;1.165;2.37;0.652;0.0;0.0;3.842;4.778;0.201;-5.984;28.557;0.078;0.0;77.0;5.06;0.995;280.0;13.0;58.0;1.01;0.131;3.0;0.04;13.0;0.1;0.06
22/12/2024;4.0;5.249;102.749;68.0;64.0;1.187;2.126;0.764;0.0;121.0;4.555;4.731;0.111;-6.074;26.777;0.023;0.0;69.0;5.408;0.933;277.0;11.0;65.0;0.98;0.089;2.0;0.06;11.0;0.028;0.0
22/12/2024;5.0;6.136;120.123;73.0;42.0;1.1;2.57;0.712;0.0;142.0;3.52;5.108;0.222;-5.894;27.32;0.054;0.0;59.0;5.233;1.021;257.0;13.0;70.0;1.479;0.171;5.0;0.028;13.0;0.091;0.0
22/12/2024;7.0;3.643;120.41;40.0;36.0;0.744;1.512;0.298;0.0;164.0;2.629;4.497;0.207;-5.647;27.965;0.064;0.0;45.0;4.102;0.841;186.0;10.0;55.0;0.833;0.143;3.0;0.009;10.0;0.114;0.0
22/12/2024;9.0;4.41;101.743;42.0;39.0;1.187;1.62;0.505;0.0;0.0;2.132;4.074;0.342;-5.952;33.516;0.209;0.0;45.0;4.118;0.956;182.0;15.0;41.0;0.703;0.139;7.0;0.077;15.0;0.087;0.045
22/12/2024;10.0;5.457;106.818;44.0;46.0;1.596;1.731;0.66;0.0;175.0;2.795;4.505;0.488;-8.004;31.166;0.317;0.0;44.0;4.723;1.187;203.0;17.0;52.0;0.908;0.176;12.0;0.135;17.0;0.19;0.016
22/12/2024;11.0;4.769;108.826;46.0;47.0;1.134;1.699;0.588;0.0;120.0;1.958;4.846;0.406;-5.959;28.99;0.216;0.0;48.0;4.827;1.134;203.0;18.0;44.0;0.861;0.191;10.0;0.016;18.0;0.261;0.003
22/12/2024;14.0;2.597;117.213;28.0;22.0;0.567;0.915;0.302;0.0;164.0;2.174;4.565;0.145;-6.411;27.892;0.071;0.0;22.0;2.307;0.51;108.0;10.0;26.0;0.639;0.08;4.0;0.0;10.0;0.056;0.013
22/12/2024;15.0;1.223;110.295;8.0;5.0;0.333;0.333;0.173;0.0;0.0;1.332;3.851;0.063;-6.358;29.849;0.03;0.0;12.0;0.792;0.191;39.0;4.0;10.0;0.095;0.037;1.0;0.041;4.0;0.022;0.0
22/12/2024;18.0;1.038;117.595;15.0;11.0;0.277;0.343;0.098;0.0;0.0;2.171;4.208;0.042;-5.817;25.472;0.011;0.0;19.0;1.022;0.219;61.0;4.0;12.0;0.263;0.032;1.0;0.025;4.0;0.0;0.0
22/12/2024;21.0;2.324;104.307;37.0;31.0;0.601;0.814;0.309;0.0;60.0;2.827;4.961;0.071;-5.873;29.751;0.021;0.0;25.0;2.327;0.479;124.0;8.0;23.0;0.49;0.053;1.0;0.003;8.0;0.054;0.0
22/12/2024;22.0;3.363;113.382;42.0;38.0;0.714;1.336;0.397;0.0;0.0;1.972;4.880;0.202;-5.485;27.922;0.06;0.0;37.0;3.382;0.722;164.0;12.0;35.0;0.688;0.144;2.0;0.0;12.0;0.125;0.0
22/12/2024;23.0;6.305;123.419;73.0;58.0;1.268;2.422;0.626;0.0;149.0;3.065;4.282;0.423;-5.291;30.989;0.266;0.0;74.0;6.36;1.443;280.0;16.0;59.0;1.425;0.161;12.0;0.026;16.0;0.181;0.068
11/01/2025;2.0;5.241;110.237;79.0;90.0;1.208;1.825;0.671;0.0;177.0;2.282;5.665;0.313;-6.406;29.325;0.142;0.0;60.0;5.995;1.296;314.0;21.0;64.0;1.156;0.182;10.0;0.017;21.0;0.148;0.005
11/01/2025;4.0;4.794;100.842;59.0;62.0;1.134;1.642;0.758;0.0;60.0;2.394;4.584;0.197;-7.059;25.117;0.028;0.0;66.0;5.262;1.014;258.0;17.0;54.0;0.979;0.172;2.0;0.028;17.0;0.152;0.0
11/01/2025;5.0;5.428;114.18;80.0;49.0;1.19;1.894;0.737;0.0;149.0;3.655;4.374;0.154;-6.887;27.308;0.045;0.0;69.0;5.257;1.035;262.0;12.0;52.0;1.404;0.118;2.0;0.002;12.0;0.116;0.0
11/01/2025;9.0;4.095;86.135;51.0;45.0;1.17;1.347;0.712;0.0;176.0;2.516;4.944;0.287;-7.210;30.311;0.145;0.0;49.0;4.183;0.926;197.0;18.0;34.0;0.539;0.148;8.0;0.0;18.0;0.075;0.054
11/01/2025;10.0;4.978;104.707;55.0;55.0;1.44;1.497;0.69;0.0;0.0;2.321;5.463;0.39;-6.677;30.902;0.243;0.0;42.0;5.405;1.164;226.0;19.0;55.0;0.909;0.15;12.0;0.071;19.0;0.154;0.022
11/01/2025;15.0;4.14;87.086;52.0;51.0;1.097;1.46;0.924;0.0;0.0;4.877;4.835;0.115;-5.713;26.914;0.039;0.0;58.0;4.178;0.755;206.0;8.0;37.0;0.479;0.077;3.0;0.043;8.0;0.068;0.0
11/01/2025;16.0;4.774;100.417;59.0;61.0;1.19;1.657;0.757;0.0;155.0;3.944;4.868;0.12;-5.962;27.375;0.042;0.0;54.0;4.462;0.854;231.0;12.0;45.0;0.892;0.084;3.0;0.051;12.0;0.069;0.0
11/01/2025;21.0;4.927;103.637;42.0;62.0;1.217;1.569;0.785;0.0;121.0;2.964;5.004;0.231;-6.661;29.276;0.1;0.0;55.0;4.735;1.022;215.0;16.0;40.0;0.986;0.135;7.0;0.023;16.0;0.033;0.032
11/01/2025;22.0;5.137;108.053;84.0;64.0;1.196;1.912;0.752;0.0;143.0;2.369;4.888;0.231;-6.453;27.179;0.064;0.0;68.0;5.262;1.099;280.0;20.0;44.0;1.013;0.169;5.0;0.029;20.0;0.052;0.022
11/01/2025;23.0;5.411;113.805;66.0;50.0;1.289;1.852;0.609;0.0;184.0;2.367;4.775;0.275;-6.139;28.129;0.111;0.0;57.0;5.323;1.123;250.0;20.0;57.0;1.324;0.176;9.0;0.06;20.0;0.16;0.014
11/01/2025;2.0;5.947;115.958;73.0;48.0;1.405;2.22;0.608;0.0;200.0;2.612;4.575;0.305;-6.616;29.778;0.106;0.0;69.0;5.563;1.168;248.0;19.0;39.0;1.326;0.201;6.0;0.018;19.0;0.083;0.041
11/01/2025;4.0;4.994;97.389;55.0;54.0;1.358;1.745;0.757;0.0;69.0;3.736;5.176;0.232;-5.805;32.05;0.11;0.0;66.0;5.005;1.009;236.0;13.0;48.0;0.852;0.124;5.0;0.0;13.0;0.1;0.029
11/01/2025;5.0;4.242;112.465;60.0;45.0;0.777;1.64;0.563;0.0;84.0;2.952;4.776;0.112;-5.422;28.277;0.045;0.0;47.0;3.937;0.771;209.0;8.0;49.0;1.115;0.072;1.0;0.0;8.0;0.062;0.0
11/01/2025;6.0;1.741;121.529;20.0;16.0;0.436;0.684;0.167;0.0;0.0;2.204;3.656;0.1;-5.632;27.415;0.049;0.0;19.0;1.647;0.361;78.0;6.0;17.0;0.328;0.054;3.0;0.0;6.0;0.062;0.0
11/01/2025;7.0;4.549;107.902;67.0;56.0;1.104;1.745;0.6;0.0;161.0;3.136;5.241;0.197;-5.447;30.444;0.084;0.0;66.0;5.148;0.977;250.0;11.0;50.0;0.785;0.113;4.0;0.033;11.0;0.109;0.0
11/01/2025;8.0;2.402;109.151;22.0;32.0;0.603;1.031;0.322;0.0;0.0;3.187;4.257;0.052;-5.110;23.964;0.007;0.0;37.0;2.678;0.468;125.0;5.0;29.0;0.316;0.048;0.0;0.037;5.0;0.015;0.0
11/01/2025;9.0;2.861;92.272;36.0;31.0;0.737;1.132;0.352;0.0;184.0;4.038;3.858;0.142;-4.632;29.217;0.093;0.0;22.0;2.538;0.541;121.0;7.0;25.0;0.451;0.049;4.0;0.027;7.0;0.115;0.0
11/01/2025;10.0;5.698;111.104;68.0;66.0;1.556;1.78;0.649;0.0;0.0;1.698;5.035;0.52;-8.097;31.244;0.254;0.0;54.0;6.318;1.508;270.0;30.0;52.0;1.141;0.266;15.0;0.059;30.0;0.214;0.045
11/01/2025;11.0;5.018;121.075;48.0;51.0;1.176;1.958;0.498;0.0;56.0;1.773;5.199;0.378;-6.655;33.533;0.186;0.0;48.0;4.827;1.166;211.0;23.0;41.0;0.954;0.199;8.0;0.098;23.0;0.118;0.103
11/01/2025;14.0;2.559;119.553;39.0;19.0;0.732;0.82;0.246;0.0;88.0;2.094;4.354;0.144;-4.899;27.841;0.057;0.0;33.0;2.722;0.586;126.0;10.0;25.0;0.595;0.087;3.0;0.018;10.0;0.126;0.0
11/01/2025;15.0;0.782;69.818;8.0;10.0;0.173;0.237;0.247;0.0;0.0;5.59;4.295;0.016;-4.761;23.614;0.001;0.0;5.0;0.638;0.117;34.0;2.0;9.0;0.084;0.014;0.0;0.0;2.0;0.0;0.016
11/01/2025;16.0;5.252;102.409;61.0;49.0;1.425;2.153;0.668;0.0;111.0;4.923;4.856;0.185;-5.862;28.596;0.1;0.0;54.0;4.55;0.854;228.0;9.0;55.0;0.759;0.087;5.0;0.025;9.0;0.008;0.03
11/01/2025;21.0;0.937;86.419;9.0;10.0;0.247;0.363;0.143;0.0;77.0;7.893;3.945;0.023;-3.743;24.343;0.006;0.0;11.0;0.815;0.161;40.0;2.0;8.0;0.15;0.022;1.0;0.0;2.0;0.023;0.0
11/01/2025;22.0;3.756;115.772;38.0;54.0;0.828;1.548;0.41;0.0;0.0;2.638;4.907;0.15;-5.964;24.883;0.023;0.0;31.0;3.62;0.729;180.0;11.0;46.0;0.79;0.127;1.0;0.022;11.0;0.045;0.0
11/01/2025;23.0;5.583;108.859;40.0;56.0;1.313;2.349;0.65;0.0;191.0;7.329;4.766;0.125;-9.631;28.596;0.037;0.0;67.0;5.01;0.891;232.0;7.0;62.0;1.108;0.088;2.0;0.014;7.0;0.049;0.004
11/01/2025;6.0;0.114;24.51;0.0;0.0;0.005;0.0;0.089;0.0;174.0;0.0;0.000;0.0;0.000;4.137;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11/01/2025;7.0;0.058;12.37;0.0;0.0;0.0;0.0;0.058;0.0;153.0;0.0;0.000;0.0;0.000;3.234;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11/01/2025;8.0;0.167;35.857;0.0;0.0;0.041;0.0;0.126;0.0;0.0;0.0;0.000;0.0;0.000;5.749;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11/01/2025;11.0;0.195;41.722;0.0;0.0;0.06;0.002;0.132;0.0;102.0;0.0;0.000;0.0;0.000;7.284;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11/01/2025;14.0;0.213;45.627;0.0;0.0;0.077;0.012;0.124;0.0;0.0;0.0;0.000;0.0;-1.849;8.901;0.0;0.0;0.0;0.008;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11/01/2025;18.0;0.022;4.614;0.0;0.0;0.0;0.0;0.021;0.0;0.0;0.0;0.000;0.0;0.000;3.759;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11/01/2025;20.0;0.014;3.043;0.0;0.0;0.004;0.0;0.01;0.0;0.0;0.0;0.000;0.0;0.000;4.319;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
19/01/2025;2.0;5.132;111.923;74.0;73.0;1.127;2.011;0.627;0.0;117.0;2.517;4.475;0.267;-6.390;28.386;0.111;0.0;58.0;5.722;1.127;277.0;16.0;56.0;1.065;0.161;8.0;0.039;16.0;0.022;0.075
19/01/2025;4.0;4.932;107.568;66.0;54.0;1.3;2.123;0.6;0.0;77.0;12.167;4.919;0.073;-5.968;25.31;0.029;0.0;73.0;4.52;0.798;251.0;4.0;54.0;0.798;0.044;2.0;0.05;4.0;0.0;0.005
19/01/2025;5.0;6.041;131.764;82.0;37.0;1.103;2.583;0.509;0.0;52.0;3.34;4.181;0.154;-6.016;27.936;0.044;0.0;77.0;5.133;1.052;267.0;12.0;59.0;1.667;0.119;3.0;0.0;12.0;0.04;0.059
19/01/2025;7.0;5.334;116.326;78.0;64.0;1.241;2.086;0.544;0.0;115.0;2.054;4.889;0.183;-6.291;25.929;0.034;0.0;64.0;6.087;1.196;288.0;18.0;64.0;1.24;0.162;4.0;0.02;18.0;0.036;0.042
19/01/2025;8.0;5.826;127.061;53.0;62.0;1.182;2.672;0.478;0.0;187.0;2.733;4.518;0.184;-5.498;26.984;0.051;0.0;76.0;5.862;1.127;272.0;15.0;66.0;1.257;0.136;4.0;0.004;15.0;0.122;0.0
19/01/2025;10.0;5.158;112.5;70.0;72.0;1.495;1.652;0.605;0.0;159.0;2.025;4.633;0.435;-6.498;30.999;0.265;0.0;48.0;5.677;1.315;263.0;22.0;51.0;0.918;0.169;15.0;0.027;22.0;0.121;0.0
19/01/2025;16.0;4.748;103.563;52.0;41.0;1.199;2.004;0.639;0.0;0.0;8.73;5.236;0.099;-5.276;27.451;0.061;0.0;53.0;3.902;0.712;195.0;5.0;44.0;0.749;0.042;2.0;0.071;5.0;0.0;0.004
19/01/2025;17.0;5.058;110.325;66.0;49.0;1.249;1.99;0.623;0.0;83.0;2.915;4.652;0.233;-5.484;28.93;0.103;0.0;78.0;5.443;1.125;268.0;16.0;59.0;0.946;0.132;4.0;0.054;16.0;0.04;0.016
19/01/2025;18.0;5.473;119.366;87.0;66.0;1.196;2.285;0.592;0.0;62.0;3.259;4.532;0.235;-6.708;30.886;0.151;0.0;61.0;5.887;1.205;290.0;13.0;63.0;1.142;0.094;7.0;0.0;13.0;0.088;0.03
19/01/2025;23.0;5.715;124.649;62.0;62.0;1.278;2.381;0.47;0.0;70.0;1.832;4.110;0.295;-6.267;28.831;0.125;0.0;71.0;5.703;1.258;283.0;24.0;64.0;1.262;0.177;10.0;0.037;24.0;0.134;0.005
19/01/2025;2.0;5.688;108.581;79.0;78.0;1.224;2.074;0.75;0.0;116.0;3.017;4.732;0.32;-6.735;30.773;0.129;0.0;65.0;6.71;1.333;313.0;17.0;74.0;1.252;0.196;10.0;0.045;17.0;0.16;0.059
19/01/2025;4.0;5.436;103.77;59.0;57.0;1.354;2.067;0.763;0.0;117.0;3.73;5.098;0.174;-5.886;29.355;0.051;0.0;59.0;4.81;0.933;235.0;12.0;48.0;0.962;0.125;2.0;0.024;12.0;0.063;0.068
19/01/2025;5.0;6.268;119.648;76.0;46.0;1.381;2.581;0.66;0.0;84.0;3.113;4.651;0.149;-6.123;26.226;0.037;0.0;67.0;5.17;1.01;261.0;13.0;59.0;1.426;0.119;3.0;0.034;13.0;0.107;0.005
19/01/2025;6.0;1.548;115.734;14.0;16.0;0.278;0.518;0.204;0.0;0.0;3.559;4.240;0.094;-5.735;24.926;0.019;0.0;19.0;1.62;0.364;65.0;4.0;12.0;0.373;0.076;2.0;0.0;4.0;0.043;0.0
19/01/2025;7.0;3.086;118.603;44.0;41.0;0.671;1.167;0.305;0.0;0.0;2.02;4.672;0.253;-5.799;29.194;0.112;0.0;34.0;3.66;0.843;153.0;12.0;22.0;0.675;0.15;6.0;0.008;12.0;0.038;0.034
19/01/2025;8.0;3.176;123.583;32.0;32.0;0.663;1.255;0.287;0.0;181.0;2.349;4.405;0.16;-6.681;30.62;0.064;0.0;31.0;2.923;0.652;135.0;9.0;31.0;0.784;0.1;4.0;0.0;9.0;0.049;0.034
19/01/2025;10.0;5.608;107.064;71.0;70.0;1.627;1.743;0.669;0.0;151.0;2.054;5.119;0.437;-7.134;30.786;0.265;0.0;40.0;5.518;1.341;246.0;24.0;41.0;1.033;0.176;15.0;0.013;24.0;0.117;0.016
19/01/2025;11.0;1.386;104.472;21.0;15.0;0.286;0.512;0.209;0.0;0.0;2.386;4.427;0.029;-5.404;23.65;0.001;0.0;21.0;1.402;0.281;78.0;4.0;17.0;0.322;0.03;0.0;0.0;4.0;0.0;0.0
19/01/2025;16.0;5.305;101.277;68.0;46.0;1.416;2.109;0.673;0.0;62.0;4.981;5.718;0.159;-5.257;28.775;0.049;0.0;60.0;4.678;0.895;232.0;10.0;48.0;0.858;0.11;3.0;0.045;10.0;0.069;0.025
19/01/2025;17.0;4.771;106.906;57.0;49.0;1.138;1.785;0.574;0.0;129.0;1.647;4.727;0.316;-5.585;28.495;0.111;0.0;51.0;4.998;1.149;233.0;25.0;51.0;0.909;0.21;11.0;0.108;25.0;0.108;0.0
19/01/2025;18.0;4.632;114.138;70.0;56.0;1.059;1.836;0.51;0.0;0.0;1.79;4.933;0.254;-8.000;27.915;0.104;0.0;59.0;5.147;1.126;239.0;19.0;35.0;0.958;0.15;7.0;0.012;19.0;0.121;0.0
19/01/2025;19.0;3.512;131.748;52.0;31.0;0.702;1.358;0.339;0.0;0.0;1.764;4.949;0.182;-6.356;30.009;0.071;0.0;54.0;4.135;0.934;201.0;14.0;50.0;0.779;0.125;4.0;0.0;14.0;0.07;0.0
19/01/2025;22.0;3.037;113.917;52.0;36.0;0.672;1.113;0.391;0.0;204.0;1.926;5.205;0.2;-5.858;26.953;0.084;0.0;45.0;3.715;0.793;183.0;13.0;37.0;0.572;0.118;6.0;0.0;13.0;0.074;0.017
19/01/2025;23.0;4.571;116.595;41.0;42.0;0.928;1.863;0.449;0.0;92.0;1.922;3.869;0.244;-5.532;27.134;0.085;0.0;54.0;4.458;0.973;200.0;16.0;47.0;1.06;0.162;7.0;0.0;16.0;0.137;0.024
26/01/2025;2.0;4.781;100.311;60.0;63.0;1.232;1.475;0.757;0.0;172.0;2.3;5.406;0.296;-6.577;29.091;0.17;0.0;50.0;5.427;1.15;248.0;17.0;58.0;0.966;0.133;9.0;0.051;17.0;0.021;0.018
26/01/2025;4.0;4.203;88.181;60.0;50.0;1.153;1.392;0.81;0.0;53.0;3.961;4.375;0.116;-6.760;29.792;0.032;0.0;57.0;4.588;0.803;232.0;10.0;55.0;0.682;0.085;3.0;0.024;10.0;0.019;0.024
26/01/2025;5.0;5.39;113.084;97.0;72.0;1.2;1.917;0.736;0.0;114.0;2.171;5.000;0.241;-6.607;27.363;0.037;0.0;72.0;6.192;1.254;321.0;21.0;59.0;1.269;0.207;4.0;0.0;21.0;0.057;0.037
26/01/2025;9.0;4.184;87.775;59.0;58.0;1.1;1.394;0.743;0.0;124.0;2.651;4.815;0.272;-5.876;29.676;0.141;0.0;54.0;4.637;0.992;233.0;17.0;45.0;0.63;0.131;10.0;0.055;17.0;0.203;0.0
26/01/2025;10.0;4.62;96.921;65.0;66.0;1.555;1.332;0.721;0.0;0.0;2.432;4.981;0.328;-6.332;30.209;0.146;0.0;43.0;4.823;1.029;231.0;19.0;38.0;0.652;0.184;8.0;0.059;19.0;0.203;0.0
26/01/2025;16.0;4.432;92.987;56.0;47.0;1.179;1.66;0.802;0.0;166.0;4.975;5.579;0.088;-5.980;24.45;0.008;0.0;44.0;3.852;0.668;196.0;7.0;42.0;0.624;0.079;1.0;0.03;7.0;0.0;0.0
26/01/2025;17.0;4.874;102.242;79.0;61.0;1.203;1.886;0.718;0.0;0.0;2.104;4.604;0.221;-6.467;31.013;0.107;0.0;81.0;5.81;1.138;297.0;18.0;58.0;0.807;0.114;7.0;0.0;18.0;0.076;0.026
26/01/2025;18.0;4.832;101.367;75.0;81.0;1.327;1.633;0.72;0.0;0.0;2.652;4.687;0.159;-6.058;29.353;0.051;0.0;57.0;5.532;1.067;288.0;15.0;60.0;0.949;0.112;5.0;0.0;15.0;0.046;0.008
26/01/2025;23.0;5.263;110.409;62.0;70.0;1.352;1.871;0.583;0.0;166.0;1.966;5.332;0.355;-5.894;29.262;0.159;0.0;60.0;5.862;1.281;276.0;23.0;61.0;1.056;0.207;12.0;0.055;23.0;0.151;0.015
26/01/2025;2.0;5.537;107.685;86.0;78.0;1.261;1.939;0.68;0.0;158.0;2.872;5.069;0.296;-7.301;31.167;0.176;0.0;66.0;6.055;1.282;295.0;15.0;50.0;1.28;0.126;7.0;0.039;15.0;0.076;0.019
26/01/2025;4.0;5.029;97.814;68.0;80.0;1.155;1.833;0.79;0.0;89.0;8.03;5.581;0.113;-6.312;25.478;0.016;0.0;62.0;5.108;0.915;270.0;7.0;53.0;1.067;0.104;1.0;0.011;7.0;0.045;0.0
26/01/2025;5.0;4.837;108.918;64.0;42.0;1.055;1.735;0.684;0.0;149.0;3.631;5.143;0.238;-6.675;27.828;0.08;0.0;56.0;4.835;1.026;232.0;12.0;58.0;1.079;0.163;4.0;0.0;12.0;0.1;0.006
26/01/2025;9.0;1.269;80.084;16.0;18.0;0.345;0.417;0.233;0.0;89.0;1.287;4.454;0.054;-6.970;27.591;0.032;0.0;8.0;1.172;0.238;58.0;4.0;12.0;0.15;0.027;2.0;0.0;4.0;0.0;0.021
26/01/2025;10.0;5.383;104.699;68.0;58.0;1.708;1.557;0.704;0.0;0.0;1.78;4.739;0.443;-6.157;30.685;0.224;0.0;48.0;5.338;1.243;252.0;27.0;51.0;0.878;0.22;15.0;0.006;27.0;0.176;0.042
26/01/2025;11.0;1.049;140.697;9.0;11.0;0.191;0.37;0.074;0.0;177.0;0.886;3.660;0.161;-5.163;27.807;0.09;0.0;10.0;1.235;0.339;52.0;8.0;14.0;0.217;0.071;6.0;0.021;8.0;0.04;0.0
26/01/2025;16.0;4.677;90.964;60.0;58.0;1.18;1.671;0.791;0.0;155.0;5.136;5.205;0.078;-6.089;27.756;0.021;0.0;62.0;4.102;0.745;221.0;9.0;32.0;0.881;0.06;1.0;0.009;9.0;0.065;0.004
26/01/2025;17.0;5.549;107.927;68.0;63.0;1.186;1.947;0.719;0.0;70.0;1.923;4.839;0.397;-7.712;30.776;0.203;0.0;55.0;5.713;1.314;255.0;22.0;47.0;1.238;0.196;12.0;0.02;22.0;0.208;0.016
26/01/2025;22.0;1.917;148.878;21.0;16.0;0.37;0.773;0.136;0.0;72.0;1.415;4.241;0.167;-6.707;30.3;0.084;0.0;23.0;1.835;0.442;92.0;9.0;23.0;0.347;0.082;4.0;0.0;9.0;0.062;0.0
26/01/2025;23.0;4.279;108.265;37.0;37.0;1.026;1.576;0.506;0.0;158.0;2.563;4.949;0.219;-7.152;26.136;0.057;0.0;46.0;3.688;0.794;177.0;14.0;43.0;0.851;0.169;6.0;0.0;14.0;0.056;0.036
31/01/2025;2.0;4.865;106.921;74.0;62.0;1.234;1.796;0.64;0.0;52.0;3.393;4.605;0.201;-6.664;28.599;0.082;0.0;61.0;5.092;0.996;271.0;14.0;60.0;0.959;0.121;5.0;0.0;14.0;0.011;0.093
31/01/2025;4.0;4.458;97.97;60.0;60.0;1.119;1.686;0.712;0.0;0.0;3.802;4.201;0.103;-6.125;26.416;0.023;0.0;63.0;5.067;0.911;252.0;12.0;57.0;0.799;0.084;3.0;0.0;12.0;0.0;0.081
31/01/2025;6.0;5.511;121.113;67.0;60.0;1.02;2.274;0.613;0.0;67.0;2.307;4.011;0.252;-6.609;31.402;0.081;0.0;70.0;6.085;1.249;276.0;19.0;60.0;1.319;0.174;5.0;0.0;19.0;0.018;0.034
31/01/2025;8.0;5.684;124.929;62.0;67.0;1.179;2.565;0.508;0.0;75.0;2.805;5.417;0.223;-6.500;27.968;0.086;0.0;75.0;5.607;1.152;266.0;15.0;47.0;1.172;0.143;7.0;0.02;15.0;0.191;0.0
31/01/2025;9.0;4.628;101.712;59.0;50.0;1.138;1.667;0.69;0.0;174.0;2.138;4.647;0.312;-7.349;29.775;0.138;0.0;55.0;5.157;1.091;233.0;19.0;50.0;0.779;0.179;8.0;0.028;19.0;0.196;0.0
31/01/2025;10.0;5.221;114.745;80.0;63.0;1.379;1.746;0.6;0.0;89.0;1.753;4.845;0.355;-6.697;30.684;0.153;0.0;60.0;5.602;1.28;278.0;26.0;49.0;1.074;0.206;10.0;0.0;26.0;0.153;0.008
31/01/2025;16.0;4.491;98.696;43.0;45.0;1.124;1.848;0.693;0.0;0.0;6.884;4.543;0.101;-6.215;27.041;0.02;0.0;58.0;4.023;0.725;197.0;7.0;44.0;0.645;0.093;2.0;0.0;7.0;0.0;0.101
31/01/2025;17.0;5.151;113.211;95.0;72.0;1.009;2.133;0.601;0.0;0.0;2.56;4.664;0.219;-6.916;27.923;0.089;0.0;74.0;6.253;1.227;318.0;17.0;60.0;1.151;0.134;6.0;0.017;17.0;0.036;0.064
31/01/2025;18.0;5.403;118.737;87.0;76.0;1.184;2.3;0.588;0.0;0.0;2.06;5.590;0.218;-6.478;27.935;0.056;0.0;73.0;5.957;1.209;318.0;22.0;60.0;1.082;0.167;4.0;0.0;22.0;0.077;0.025
31/01/2025;22.0;5.477;120.368;72.0;61.0;1.213;2.115;0.562;0.0;102.0;1.639;4.229;0.443;-6.224;29.797;0.212;0.0;60.0;5.955;1.364;278.0;27.0;58.0;1.11;0.232;14.0;0.007;27.0;0.141;0.064
31/01/2025;2.0;5.547;100.243;90.0;71.0;1.228;1.927;0.85;0.0;182.0;2.545;4.831;0.266;-7.581;28.532;0.107;0.0;84.0;6.047;1.26;312.0;17.0;50.0;1.189;0.168;9.0;0.047;17.0;0.084;0.051
31/01/2025;4.0;4.808;86.879;49.0;51.0;1.279;1.647;0.904;0.0;0.0;5.295;4.989;0.137;-6.116;30.656;0.034;0.0;67.0;4.788;0.891;233.0;7.0;59.0;0.784;0.104;2.0;0.004;7.0;0.073;0.039
31/01/2025;5.0;2.596;107.532;50.0;27.0;0.438;0.872;0.364;0.0;0.0;2.059;3.904;0.128;-5.260;26.331;0.025;0.0;40.0;2.958;0.63;150.0;10.0;23.0;0.775;0.103;2.0;0.027;10.0;0.06;0.004
31/01/2025;6.0;3.62;110.489;41.0;36.0;0.744;1.425;0.45;0.0;120.0;3.231;4.626;0.152;-6.817;28.203;0.077;0.0;47.0;3.61;0.763;167.0;9.0;34.0;0.816;0.076;4.0;0.0;9.0;0.107;0.0
31/01/2025;8.0;5.947;107.474;52.0;63.0;1.186;2.444;0.786;0.0;113.0;2.34;4.672;0.363;-6.524;28.852;0.145;0.0;60.0;5.525;1.175;246.0;22.0;49.0;1.06;0.227;8.0;0.0;22.0;0.107;0.043
31/01/2025;9.0;4.062;100.473;55.0;50.0;0.971;1.375;0.607;0.0;154.0;1.72;4.874;0.278;-6.820;32.464;0.107;0.0;37.0;4.463;0.958;211.0;21.0;48.0;0.77;0.174;7.0;0.0;21.0;0.043;0.06
31/01/2025;10.0;4.404;110.093;58.0;59.0;1.251;1.543;0.495;0.0;115.0;1.891;4.536;0.369;-7.865;30.599;0.205;0.0;36.0;4.638;1.12;220.0;20.0;47.0;0.677;0.175;13.0;0.0;20.0;0.142;0.011
